junction,0,300,600,900,1200,1500,1800,2100,2400,2700,3000,3300,3600,3900,4200,4500,4800,5100,5400,5700,6000,6300,6600,6900,7200,7500,7800,8100,8400,8700,9000,9300,9600,9900,10200,10500,10800,11100,11400,11700,12000,12300,12600,12900,13200,13500,13800,14100,14400
34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38,0.0,1.37,4.61,6.37,9.38,13.34,12.61,12.79,15.58,17.12,16.69,18.68,19.47,18.85,20.76,22.64,17.32,16.73,17.26,14.02,10.92,9.16,7.85,4.14,2.83,2.36,1.72,1.05,0.62,0.29,0.57,0.56,0.39,0.02,0.31,0.0,0.0,0.0,0.32,0.34,0.0,0.0,0.08,0.25,0.0,0.0,0.0,0.27,0.06
40,0.0,0.0,0.06,0.04,0.08,0.24,0.14,0.18,0.26,0.19,0.12,0.2,0.08,0.12,0.24,0.04,0.1,0.12,0.08,0.02,0.04,0.06,0.12,0.08,0.04,0.04,0.02,0.06,0.0,0.02,0.0,0.04,0.0,0.02,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.02,0.0
46,0.0,0.08,0.08,0.81,0.36,1.61,0.83,2.26,4.69,6.98,12.49,14.35,11.34,9.92,5.34,2.78,0.58,0.2,0.05,0.02,0.17,0.0,0.02,0.0,0.02,0.0,0.02,0.02,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49,0.0,0.66,1.93,3.56,4.49,4.82,6.2,5.87,8.86,16.06,20.76,20.09,19.12,19.08,17.13,17.99,19.96,18.97,14.98,13.51,12.99,12.0,9.19,3.19,0.0,0.06,0.56,0.29,0.01,0.0,0.01,0.0,0.32,0.14,0.0,0.28,0.17,0.22,0.22,0.03,0.33,0.08,0.0,0.0,0.23,0.22,0.0,0.0,0.0
56,0.0,0.32,2.38,5.9,8.43,10.07,11.31,12.25,12.76,15.64,15.26,14.9,12.55,11.59,11.56,13.24,12.11,10.44,9.97,9.89,8.87,6.47,7.9,8.14,6.53,5.48,6.27,7.99,6.82,5.99,5.01,5.19,5.25,5.06,5.3,5.36,4.47,2.36,0.63,0.51,0.56,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0
72,0.0,0.77,1.1,1.04,2.34,3.63,4.31,8.05,11.91,13.25,15.65,16.85,14.93,8.82,5.27,7.36,11.0,6.91,2.88,1.03,0.22,0.06,0.25,1.0,1.02,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
79,0.0,1.23,3.1,4.89,5.52,6.2,6.73,9.71,9.54,9.32,8.66,10.04,11.21,5.9,3.04,1.52,0.95,1.6,1.29,1.45,2.49,0.88,0.51,0.54,0.46,0.35,0.46,0.93,0.9,0.5,0.0,0.0,0.01,0.0,0.0,0.28,0.5,0.01,0.0,0.4,0.4,0.17,0.76,0.71,0.54,0.17,0.0,0.0,0.0
81,0.0,0.0,0.04,0.42,1.9,2.02,2.39,0.95,1.97,4.39,2.96,5.67,4.0,3.55,1.96,2.48,1.85,2.27,3.3,1.96,0.02,0.02,0.0,0.23,0.0,0.0,0.12,0.0,0.0,0.26,0.14,0.13,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
85,0.0,0.0,0.23,0.43,0.96,1.91,1.38,1.61,3.57,3.1,2.55,1.9,3.67,1.41,1.31,0.92,0.58,0.06,0.06,0.02,0.04,0.0,0.04,0.04,0.04,0.02,0.0,0.0,0.04,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
92,0.0,1.01,2.85,2.47,1.95,2.82,1.66,2.89,1.97,3.48,2.15,2.53,3.72,1.97,0.58,1.67,1.45,3.5,2.34,2.33,0.97,1.41,2.5,0.02,0.93,0.62,1.52,0.03,0.0,0.65,0.13,0.83,1.48,0.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.57,0.21,0.0,0.0,0.0,0.0,0.0
96,0.0,1.29,1.94,2.51,4.65,5.81,8.2,10.16,10.15,11.5,11.31,7.32,7.68,10.17,11.02,8.95,8.03,7.45,3.79,3.01,3.35,2.08,2.7,3.23,2.45,1.42,1.6,1.02,1.41,0.59,0.0,0.42,0.94,0.67,0.37,0.77,1.98,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
98,0.0,3.29,7.52,9.92,9.52,12.15,14.53,22.87,28.03,27.19,25.93,22.58,24.53,20.24,8.8,9.84,13.68,16.68,19.5,21.44,18.67,16.95,14.27,6.16,3.64,1.05,0.19,0.94,1.0,0.29,1.0,1.29,1.0,0.68,0.0,0.0,0.0,0.83,1.0,0.22,0.0,0.0,0.92,1.0,0.15,0.0,0.0,0.0,0.0
100,0.0,0.0,0.0,0.16,0.5,0.58,0.87,0.78,2.9,2.98,4.19,8.84,5.3,4.38,2.23,0.41,0.04,0.67,0.21,0.34,1.14,0.29,0.43,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
102,0.0,0.0,0.0,0.0,0.28,2.03,1.9,0.6,1.43,2.0,1.06,0.1,0.09,0.08,0.0,0.11,1.0,0.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
106,0.0,0.0,0.19,0.54,0.94,0.79,1.35,1.1,2.29,5.58,5.87,2.55,0.97,0.0,0.04,0.0,0.02,0.04,0.08,0.02,0.0,0.04,0.06,0.0,0.04,0.0,0.0,0.06,0.0,0.02,0.06,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
118,0.0,0.0,0.21,0.69,1.56,1.04,1.39,1.45,1.3,2.22,2.67,3.25,2.45,3.69,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
120,0.0,0.6,3.29,5.93,4.51,4.01,6.81,6.33,7.41,8.24,5.83,6.62,7.04,7.7,6.83,6.47,5.21,5.85,4.7,3.12,2.48,3.47,4.54,2.92,1.52,2.28,2.57,1.59,2.55,1.69,1.61,1.62,0.86,1.01,0.72,0.5,0.7,1.01,0.24,0.0,0.0,0.06,0.51,0.4,0.0,0.0,0.0,0.0,0.0
140,0.0,1.66,3.46,4.08,2.56,0.73,3.85,3.53,3.25,4.47,3.4,3.75,4.14,3.73,6.01,4.34,2.62,2.08,0.82,2.43,3.2,3.27,2.83,3.59,4.01,2.76,1.16,3.3,1.64,0.75,1.0,1.22,1.94,2.31,1.5,0.53,1.92,0.68,0.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
