junction,0,300,600,900,1200,1500,1800,2100,2400,2700,3000,3300,3600,3900,4200,4500,4800,5100,5400,5700,6000,6300,6600,6900,7200,7500,7800,8100,8400,8700,9000,9300,9600,9900,10200,10500,10800,11100,11400,11700,12000,12300,12600,12900,13200,13500,13800,14100,14400
34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38,0.0,2.35,6.42,9.68,10.91,13.06,14.15,14.48,16.06,16.76,18.72,18.72,17.78,17.69,15.34,12.75,10.54,11.1,9.53,8.27,6.03,3.85,1.87,1.28,3.18,2.68,1.37,1.25,1.7,0.39,0.0,0.26,0.86,0.77,0.21,0.27,0.31,0.0,0.15,0.55,0.28,0.0,0.08,0.24,0.0,0.0,0.0,0.0,0.0
40,0.0,0.0,0.08,0.07,0.12,0.14,0.18,0.1,0.1,0.18,1.13,0.18,0.12,0.14,0.19,0.08,0.1,0.06,0.08,0.1,0.16,0.06,0.04,0.06,0.0,0.02,0.02,0.04,0.04,0.0,0.0,0.0,0.04,0.0,0.02,0.02,0.0,0.0,0.03,0.03,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0
46,0.0,0.06,0.38,0.52,0.74,2.98,1.79,2.11,3.32,4.47,6.79,9.66,13.78,14.88,20.79,16.4,12.65,5.09,0.59,0.21,0.0,0.0,0.13,0.0,0.02,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49,0.0,0.15,2.65,3.49,3.88,6.62,6.15,6.09,11.74,18.54,21.76,21.77,18.26,16.2,17.43,15.94,14.41,15.23,15.05,10.59,4.68,0.35,0.32,0.52,1.01,0.35,0.33,0.02,0.2,0.6,0.11,0.0,0.15,0.3,0.27,0.18,0.11,0.33,0.19,0.32,0.33,0.2,0.29,0.0,0.0,0.0,0.0,0.0,0.0
56,0.0,0.47,1.91,4.71,8.63,10.64,12.15,13.68,16.34,15.86,14.57,15.68,14.05,13.76,13.03,11.7,10.69,9.81,8.32,7.55,9.35,8.68,10.18,12.23,9.19,7.31,5.7,5.58,5.92,5.83,5.85,5.89,5.59,5.45,3.6,1.55,0.04,0.22,0.34,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
72,0.0,0.0,0.29,0.75,1.24,2.33,4.4,7.86,13.9,15.87,14.91,13.4,13.34,13.14,11.75,8.23,8.37,4.6,8.39,2.66,1.15,3.5,1.26,0.06,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
79,0.0,0.46,1.14,3.96,5.95,5.24,8.47,11.94,12.35,12.88,14.21,9.75,7.34,5.03,4.42,3.34,2.38,0.71,0.62,1.06,2.13,2.56,1.81,1.57,0.7,0.01,0.27,1.0,0.32,0.38,0.41,0.3,0.48,0.9,0.84,0.95,1.86,1.64,0.74,0.08,0.0,0.01,0.17,0.5,0.46,0.42,0.0,0.0,0.0
81,0.0,0.0,0.12,0.25,1.58,0.81,1.2,0.91,4.31,7.63,4.03,6.56,8.36,5.13,3.31,3.61,3.01,1.39,1.66,2.08,1.11,1.06,1.09,0.29,0.12,0.02,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
85,0.0,0.0,0.02,0.61,2.2,3.49,1.83,2.33,4.4,2.5,6.44,12.09,4.39,3.08,0.52,0.04,0.2,0.06,0.02,0.02,0.08,0.0,0.08,0.0,0.02,0.0,0.04,0.02,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
92,0.0,1.45,0.26,2.21,0.58,1.72,1.75,2.86,2.8,3.54,3.72,2.56,2.62,3.26,2.49,6.42,4.3,3.04,1.85,1.51,2.01,0.65,0.91,2.56,1.28,0.41,0.38,0.13,0.66,0.0,0.0,0.04,0.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
96,0.0,0.62,2.11,3.31,6.92,10.0,8.72,8.66,11.23,13.33,11.0,7.89,7.35,8.17,8.02,7.72,4.95,4.52,3.04,2.06,2.29,2.6,1.72,3.4,1.84,2.16,2.07,2.0,1.75,1.12,1.58,0.65,0.64,1.13,1.83,0.81,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
98,0.0,1.01,4.42,10.59,14.78,14.42,15.4,18.74,29.56,31.67,32.47,31.32,28.6,19.61,12.26,10.44,11.96,14.63,15.34,12.83,9.64,7.62,3.55,3.9,7.39,7.01,2.17,0.46,1.11,1.62,0.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100,0.0,0.0,0.0,0.04,0.39,0.4,0.07,1.16,1.28,4.57,3.48,2.2,2.38,2.11,0.58,0.36,0.68,0.31,0.35,0.05,0.0,0.0,0.13,0.13,0.0,0.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
102,0.0,0.06,1.05,1.12,1.13,1.11,2.56,2.33,1.1,1.3,2.88,0.7,0.55,0.46,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
106,0.0,0.03,0.26,1.51,1.04,0.87,2.75,2.5,3.88,4.31,4.93,2.43,1.44,0.02,0.0,0.0,0.08,0.06,0.04,0.02,0.02,0.02,0.0,0.02,0.04,0.04,0.02,0.02,0.0,0.0,0.02,0.02,0.02,0.0,0.0,0.0,0.0,0.02,0.02,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
118,0.0,0.0,0.13,0.19,0.91,1.06,2.07,1.06,2.33,2.54,2.75,4.02,0.95,0.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
120,0.0,0.27,3.18,6.75,7.63,6.67,6.25,7.97,5.47,7.51,8.31,6.71,6.12,4.72,4.71,4.96,3.46,3.68,3.46,3.98,2.66,2.25,1.54,1.74,2.65,1.86,1.92,1.44,0.3,0.5,0.39,0.23,1.3,1.17,0.67,1.96,1.96,1.89,2.31,0.82,0.0,0.0,0.38,0.5,0.07,0.0,0.0,0.0,0.0
140,0.0,0.96,1.98,1.04,1.98,2.2,2.85,2.14,3.74,6.38,7.59,3.67,6.15,2.71,5.25,2.59,3.11,3.64,1.19,2.91,2.77,3.65,3.5,3.21,2.5,1.22,2.03,2.4,1.48,2.17,1.51,2.94,1.7,2.71,2.31,1.13,1.92,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
