junction,0,300,600,900,1200,1500,1800,2100,2400,2700,3000,3300,3600,3900,4200,4500,4800,5100,5400,5700,6000,6300,6600,6900,7200,7500,7800,8100,8400,8700,9000,9300,9600,9900,10200,10500,10800,11100,11400,11700,12000,12300,12600,12900,13200,13500,13800,14100,14400
34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38,0.0,1.98,7.39,8.5,10.17,13.07,11.99,11.92,11.93,14.11,18.74,20.29,20.98,22.06,22.01,23.17,20.3,16.55,15.06,13.28,12.83,10.62,9.03,8.83,6.37,3.66,2.2,0.76,0.69,0.5,0.33,0.58,0.27,0.34,0.33,0.15,0.0,0.3,0.02,0.4,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40,0.0,0.0,0.04,0.36,0.1,0.04,0.23,0.1,0.1,0.16,0.12,0.16,0.1,0.2,0.16,0.12,0.04,0.06,0.12,0.08,0.26,0.04,0.06,0.16,0.0,0.08,0.02,0.06,0.02,0.02,0.04,0.02,0.02,0.02,0.02,0.0,0.0,0.02,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46,0.0,0.05,0.44,0.42,0.48,0.54,2.26,4.42,4.13,1.95,7.29,9.45,10.0,11.52,10.19,5.37,1.11,0.16,0.06,0.1,0.02,0.0,0.3,0.0,0.0,0.02,0.0,0.0,0.02,0.0,0.02,0.02,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49,0.0,0.55,1.93,3.76,4.31,4.05,4.45,6.03,8.89,10.85,12.1,13.99,16.06,17.24,18.92,16.28,15.05,13.08,11.68,9.93,7.72,2.79,0.51,1.1,0.57,0.0,0.0,0.23,0.52,0.59,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
56,0.0,0.65,1.24,2.4,4.49,9.26,12.15,12.37,12.23,12.36,13.87,13.39,11.75,12.06,10.97,10.07,8.62,8.82,9.06,8.98,8.89,9.69,11.34,9.22,8.38,6.49,6.54,7.03,6.11,5.43,5.24,5.04,3.28,1.23,0.09,0.65,0.9,0.59,0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
72,0.0,0.0,0.0,0.13,1.85,2.46,6.48,8.77,12.1,14.59,17.18,15.62,17.11,20.51,16.97,15.25,12.19,10.97,7.52,2.93,0.2,0.28,0.04,0.02,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
79,0.0,1.0,3.12,2.86,5.08,4.65,6.16,6.25,6.72,8.15,11.18,8.53,7.63,6.88,4.51,2.42,2.21,2.12,2.04,2.66,2.47,2.02,0.43,0.21,1.99,1.91,1.04,0.32,0.73,0.83,0.47,0.69,1.36,1.07,0.96,0.12,0.0,0.0,0.0,0.86,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
81,0.0,0.0,0.1,0.12,0.86,2.86,1.89,2.66,4.37,5.63,5.93,4.42,2.91,2.06,3.15,4.22,5.13,3.89,4.02,2.07,1.01,0.04,0.08,0.02,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
85,0.0,0.0,0.28,0.23,1.26,1.37,2.28,2.36,4.34,3.93,4.59,10.89,12.07,4.11,0.26,0.31,0.38,0.09,0.02,0.04,0.04,0.02,0.0,0.04,0.0,0.02,0.02,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
92,0.0,1.55,1.17,2.12,1.29,3.93,2.7,1.33,6.04,3.37,2.54,4.88,2.38,3.97,2.37,4.95,4.04,0.46,2.53,1.76,1.19,1.8,2.27,1.72,1.88,0.23,0.0,0.77,1.48,1.62,0.0,0.0,0.69,0.08,0.26,0.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
96,0.0,0.83,2.04,4.27,7.72,10.18,9.33,11.74,11.58,11.29,10.78,9.45,6.97,7.34,9.11,9.47,8.09,6.26,4.05,4.03,3.36,2.33,2.54,2.84,2.28,1.95,1.35,1.22,0.82,1.92,2.37,0.75,0.44,0.69,1.02,0.72,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
98,0.0,2.43,6.43,12.56,15.85,17.24,22.29,25.53,23.7,19.39,22.83,30.3,23.85,21.11,16.08,10.7,12.48,9.8,11.36,17.24,18.87,14.38,7.69,4.21,0.53,0.0,0.0,0.0,0.0,0.0,0.19,1.69,1.9,0.42,0.77,1.0,0.3,0.0,0.0,0.0,0.87,1.0,0.23,0.0,0.0,0.0,0.0,0.0,0.0
100,0.0,0.0,0.0,0.39,0.37,1.1,0.55,0.88,0.94,2.82,3.6,3.45,3.26,3.27,0.8,0.94,0.14,2.26,0.0,0.74,1.27,0.75,0.52,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
102,0.0,0.0,0.0,0.55,1.11,0.62,0.68,1.02,1.07,1.44,0.34,0.04,0.74,1.0,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
106,0.0,0.0,0.5,0.69,0.58,1.17,1.17,0.34,2.85,5.76,6.41,5.36,2.54,0.18,0.02,0.02,0.0,0.08,0.06,0.06,0.0,0.04,0.04,0.04,0.04,0.0,0.04,0.0,0.05,0.03,0.04,0.04,0.02,0.0,0.04,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
118,0.0,0.0,0.3,0.61,0.29,1.23,0.94,3.42,2.18,2.18,2.42,6.1,3.09,2.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
120,0.0,1.32,2.84,2.69,3.9,6.63,6.51,3.41,5.6,9.9,9.53,6.59,5.53,4.27,5.46,6.1,3.42,3.09,3.57,4.46,4.42,2.93,2.84,1.98,1.93,3.88,2.98,1.15,0.53,0.68,1.0,0.8,0.79,0.59,0.18,0.34,0.51,0.7,1.0,0.32,0.29,0.5,0.14,0.0,0.0,0.0,0.0,0.0,0.0
140,0.0,1.66,3.35,4.45,4.34,7.2,4.93,3.22,4.97,4.94,5.64,5.03,4.34,4.49,2.77,2.89,2.06,2.82,1.34,4.27,5.01,4.53,2.49,2.62,2.8,0.65,1.76,2.23,1.79,0.9,0.63,1.38,0.53,0.95,2.19,0.77,0.8,0.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
