junction,0,300,600,900,1200,1500,1800,2100,2400,2700,3000,3300,3600,3900,4200,4500,4800,5100,5400,5700,6000,6300,6600,6900,7200,7500,7800,8100,8400,8700,9000,9300,9600,9900,10200,10500,10800,11100,11400,11700,12000,12300,12600,12900,13200,13500,13800,14100,14400
34,0.0,0.0,0.0,0.0,0.0,0.0,0.89,1.37,1.25,0.0,0.0,0.0,0.0,0.04,1.0,1.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38,0.0,2.28,4.86,8.06,10.93,11.82,12.65,14.49,16.42,17.35,16.49,19.59,15.54,16.41,18.37,15.99,15.17,12.5,9.6,9.2,7.52,5.46,5.05,3.18,1.9,1.24,1.17,1.27,1.13,0.38,1.49,0.58,0.06,0.27,0.38,0.44,0.5,0.1,0.23,0.0,0.33,0.13,0.2,0.0,0.0,0.0,0.0,0.0,0.0
40,0.0,0.0,0.06,0.04,0.06,0.16,0.16,0.1,0.1,0.04,0.14,0.34,0.1,0.14,0.18,0.06,0.04,0.06,0.06,0.12,0.1,0.18,0.1,0.04,0.04,0.08,0.0,0.0,0.02,0.02,0.04,0.0,0.02,0.0,0.04,0.04,0.0,0.02,0.0,0.02,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46,0.0,0.13,0.15,0.07,0.86,1.39,2.72,3.32,3.05,4.59,16.84,23.41,27.37,29.08,26.72,26.91,23.45,16.93,10.66,7.84,3.38,0.0,0.02,0.02,0.02,0.02,0.15,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49,0.0,0.91,3.18,4.49,4.85,6.51,6.94,6.01,8.87,12.75,17.13,20.67,21.32,21.91,21.11,19.22,18.08,18.17,15.17,13.93,10.55,7.69,4.94,2.67,1.07,1.66,0.79,0.19,0.56,0.17,0.01,0.0,0.0,0.1,0.34,0.33,0.13,0.0,0.01,0.0,0.01,0.0,0.0,0.01,0.0,0.24,0.2,0.0,0.0
56,0.0,1.02,2.5,4.46,7.07,9.84,11.54,14.24,14.38,13.9,13.86,13.81,14.54,12.67,12.62,12.68,8.98,7.6,7.58,9.07,9.67,8.67,7.43,6.81,6.16,5.68,5.22,5.13,5.26,5.36,5.46,5.91,6.24,6.02,5.57,5.19,5.02,3.76,2.09,0.44,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
72,0.0,0.0,0.02,0.05,0.83,3.64,4.37,7.94,11.84,14.06,14.78,18.89,20.95,21.09,21.41,16.79,11.19,5.19,4.01,3.97,2.29,2.35,2.06,0.88,0.06,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
79,0.0,0.79,1.4,3.92,4.75,8.54,12.62,16.64,17.34,16.58,19.06,18.99,16.23,14.84,11.67,9.72,4.61,2.82,1.57,1.81,1.64,2.71,2.61,2.12,1.87,0.79,0.59,0.87,0.6,1.36,0.48,0.46,0.96,0.14,0.0,0.45,0.9,0.95,0.58,0.39,0.5,0.12,0.0,0.26,0.94,0.36,0.0,0.0,0.0
81,0.0,0.0,0.11,0.25,0.5,1.23,1.03,3.41,6.43,3.64,2.39,4.16,5.98,5.57,1.91,1.82,3.58,3.31,3.11,1.65,1.75,0.19,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
85,0.0,0.0,0.32,0.52,1.61,3.19,2.99,1.42,3.62,1.65,4.18,5.03,1.48,1.75,0.52,0.63,0.04,0.04,0.02,0.0,0.02,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
92,0.0,1.28,2.2,2.01,1.97,1.6,3.94,3.08,4.28,5.07,3.08,3.58,3.26,2.55,0.68,2.72,2.95,3.29,2.51,1.71,0.64,2.78,2.08,1.27,0.96,2.57,1.2,0.81,0.47,0.45,0.63,0.0,0.23,0.55,0.0,0.11,1.24,0.2,0.78,0.0,0.0,0.0,0.0,0.0,0.0,0.26,0.51,0.0,0.0
96,0.0,1.83,4.38,4.37,5.35,8.59,9.15,8.97,12.06,11.12,10.65,9.24,7.39,5.75,8.15,7.49,5.24,3.43,2.23,1.27,1.48,3.29,2.3,1.3,1.02,1.79,2.85,1.98,2.03,2.62,3.18,1.44,0.54,0.17,0.07,0.34,0.52,0.24,0.13,0.42,0.44,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0
98,0.0,2.98,7.16,7.21,12.5,16.61,16.74,18.01,21.04,18.4,20.4,23.0,25.72,17.34,8.97,6.97,9.62,11.94,14.94,15.0,8.86,6.7,7.46,7.84,8.01,8.22,4.51,1.04,1.0,0.78,0.0,0.0,0.0,0.0,0.1,1.0,0.99,0.94,2.63,2.43,1.44,0.88,0.0,0.0,0.92,1.0,0.17,0.0,0.0
100,0.0,0.0,0.06,0.82,0.44,1.2,3.67,1.17,2.12,2.88,1.41,2.29,1.69,1.9,0.29,0.02,0.14,0.27,0.63,0.25,0.02,0.29,0.0,0.36,0.05,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
102,0.0,0.0,0.49,0.12,0.13,0.61,1.1,2.04,0.86,0.29,1.23,1.17,0.14,0.11,0.18,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
106,0.0,0.0,0.17,0.38,1.08,0.3,0.84,3.6,5.69,4.6,1.24,0.78,0.27,0.06,0.06,0.03,0.03,0.02,0.03,0.03,0.0,0.0,0.0,0.02,0.04,0.0,0.0,0.02,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0
118,0.0,0.0,0.3,0.14,0.91,0.72,1.05,1.27,2.36,3.56,2.22,6.24,2.1,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
120,0.0,1.02,2.05,2.5,4.22,6.73,7.15,6.33,6.43,6.41,8.37,9.71,9.09,8.76,11.01,8.93,4.71,4.2,2.71,2.9,3.7,4.26,3.61,1.98,1.56,1.23,0.7,1.65,2.04,1.89,1.07,0.68,1.05,1.16,0.92,0.58,0.7,1.1,1.51,0.84,0.25,1.17,1.32,0.23,0.07,0.67,0.88,0.28,0.0
140,0.0,1.37,3.12,3.59,6.39,5.56,3.14,6.03,4.61,6.26,5.3,1.78,1.38,2.96,0.84,0.97,4.39,6.21,2.44,2.37,0.78,1.83,1.68,1.37,2.19,1.82,1.09,0.96,1.59,1.53,2.09,0.4,2.04,1.26,2.12,1.96,0.29,0.76,1.04,0.23,0.0,0.0,0.7,0.31,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
