junction,0,300,600,900,1200,1500,1800,2100,2400,2700,3000,3300,3600,3900,4200,4500,4800,5100,5400,5700,6000,6300,6600,6900,7200,7500,7800,8100,8400,8700,9000,9300,9600,9900,10200,10500,10800,11100,11400,11700,12000,12300,12600,12900,13200,13500,13800,14100,14400
34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.43,0.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38,0.0,2.18,6.59,8.91,11.16,13.97,11.94,12.39,14.73,17.35,19.48,21.96,19.71,18.42,20.02,18.95,19.02,17.05,15.51,15.2,11.4,7.64,5.22,3.55,1.36,2.46,1.66,0.19,0.02,0.41,0.64,0.35,0.27,0.33,0.28,0.0,0.0,0.0,0.0,0.05,0.28,0.0,0.0,0.0,0.3,0.02,0.0,0.06,0.49
40,0.0,0.0,0.08,0.06,0.07,0.19,0.2,0.16,0.19,0.12,0.16,0.1,0.08,0.08,0.14,0.08,0.06,0.08,0.08,0.14,0.18,0.02,0.08,0.02,0.1,0.06,0.02,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.02,0.02
46,0.0,0.0,1.21,0.39,0.24,0.63,3.11,3.2,3.78,7.6,3.95,6.06,13.36,18.42,19.2,18.94,15.25,8.73,5.52,3.82,0.02,0.02,0.02,0.0,0.02,0.0,0.02,0.04,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49,0.0,0.17,2.21,4.18,4.82,4.46,5.4,10.33,9.82,13.53,19.15,21.98,24.92,22.47,19.98,19.22,17.42,15.94,15.52,12.83,10.32,7.51,0.96,0.48,0.04,0.26,0.9,0.2,0.63,0.71,0.0,0.02,0.01,0.0,0.0,0.0,0.08,0.33,0.04,0.0,0.01,0.01,0.16,0.29,0.0,0.0,0.0,0.0,0.0
56,0.0,0.48,1.89,4.44,8.2,9.92,11.63,12.68,15.23,16.03,14.57,13.71,14.03,13.08,11.86,10.82,11.93,10.26,10.4,9.36,9.8,10.63,8.62,7.07,6.04,5.66,5.58,5.95,5.55,5.46,5.9,5.75,5.54,5.63,6.15,6.3,5.82,4.87,3.21,1.38,0.49,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0
72,0.0,0.0,0.0,0.17,3.73,6.97,9.02,10.6,10.94,10.61,10.42,15.19,15.87,13.5,9.89,9.58,7.15,5.62,4.23,3.03,1.34,0.18,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
79,0.0,1.55,3.58,5.1,6.73,7.12,6.15,4.38,5.48,5.72,10.86,8.6,7.36,5.25,3.48,2.7,1.83,1.07,1.53,1.39,0.54,0.5,0.77,0.95,0.5,0.32,1.0,0.48,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.5,0.7,0.46,0.5,0.14,0.01,0.63,1.44,0.27,0.0,0.0,0.0
81,0.0,0.0,0.41,1.04,0.41,0.51,2.57,3.26,3.27,3.54,4.67,1.46,2.8,3.72,3.85,5.28,3.7,2.93,1.15,1.43,2.66,0.66,0.47,0.03,0.09,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
85,0.0,0.04,0.62,0.59,1.22,1.22,1.02,4.67,5.55,7.98,4.31,7.22,4.48,2.76,2.34,0.66,0.86,0.06,0.31,0.06,0.08,0.0,0.0,0.0,0.02,0.02,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.02,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
92,0.0,3.01,2.64,1.66,2.67,3.99,2.79,3.43,3.21,2.63,2.78,3.21,2.97,2.22,3.03,1.63,2.59,1.03,1.24,2.06,0.54,0.57,0.34,0.44,1.0,0.75,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.69,0.0,0.0,0.0,0.0,0.0
96,0.0,1.98,2.45,4.21,7.88,7.63,7.0,10.74,13.04,11.0,12.05,11.1,8.96,7.27,8.03,6.84,6.79,4.42,3.03,2.37,3.14,2.68,2.05,1.71,1.31,1.43,1.17,1.0,1.59,0.89,0.89,1.04,1.29,2.32,2.06,0.58,0.03,0.41,0.55,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
98,0.0,0.0,1.3,7.44,17.21,22.22,24.44,30.03,28.61,27.81,30.85,29.37,24.23,20.92,15.21,15.77,13.14,14.72,13.5,10.44,9.64,7.54,2.92,0.98,1.0,0.5,1.0,0.66,0.65,1.0,0.46,1.0,1.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100,0.0,0.0,0.0,0.08,0.73,0.84,0.61,1.38,1.71,2.55,3.06,3.07,2.97,1.79,2.09,1.24,0.3,0.19,0.62,0.29,0.05,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
102,0.0,0.0,0.17,0.13,0.12,0.8,1.25,1.64,1.95,1.22,3.05,3.47,2.39,0.96,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
106,0.0,0.0,0.3,0.68,1.93,0.98,2.1,1.1,1.79,1.65,3.71,5.1,3.23,0.16,0.04,0.1,0.02,0.04,0.02,0.0,0.02,0.0,0.02,0.0,0.02,0.02,0.06,0.02,0.04,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.06,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
118,0.0,0.0,0.39,0.39,0.68,1.46,1.49,4.7,3.01,2.04,0.68,6.4,3.5,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
120,0.0,1.01,2.17,4.79,8.15,6.72,5.32,7.36,8.56,9.38,8.54,6.75,7.65,10.23,7.43,3.64,4.08,3.69,4.18,3.64,3.5,4.64,1.67,1.88,2.83,1.84,2.06,0.76,0.48,0.97,0.87,0.07,0.36,1.54,1.7,1.13,1.04,0.73,0.67,1.01,0.35,0.0,0.01,0.0,0.0,0.49,0.46,0.0,0.0
140,0.0,2.07,4.59,3.08,2.22,3.26,4.42,4.9,6.53,8.46,6.91,5.58,4.21,3.53,2.02,4.81,2.36,4.19,3.5,5.78,1.82,0.0,2.62,3.57,2.34,1.3,2.27,3.82,1.12,1.42,0.87,2.73,1.72,2.08,2.28,2.18,0.38,0.0,0.0,1.24,1.21,0.35,0.65,0.0,0.25,0.74,0.17,1.0,0.04
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
